date,month,source,peak_mm,peak_in,active_cells,tag_source,path
1998-10-02,10,MYRORSS,58.13347244262695,2.2887193875049983,2739,raster,data/historical/mesh_0.05deg/1998/mesh_19981002.tif
1998-10-03,10,MYRORSS,118.81403350830078,4.677717854657511,4591,raster,data/historical/mesh_0.05deg/1998/mesh_19981003.tif
1998-10-04,10,MYRORSS,58.00144958496094,2.2835216372031866,5326,raster,data/historical/mesh_0.05deg/1998/mesh_19981004.tif
1998-10-05,10,MYRORSS,107.43997955322266,4.229920454851286,5850,raster,data/historical/mesh_0.05deg/1998/mesh_19981005.tif
1998-10-06,10,MYRORSS,62.49559783935547,2.4604566078486405,926,raster,data/historical/mesh_0.05deg/1998/mesh_19981006.tif
1998-10-07,10,MYRORSS,17.91559410095215,0.705338350431187,137,raster,data/historical/mesh_0.05deg/1998/mesh_19981007.tif
1998-10-08,10,MYRORSS,12.570866584777832,0.49491600727471785,380,raster,data/historical/mesh_0.05deg/1998/mesh_19981008.tif
1998-10-09,10,MYRORSS,11.85198974609375,0.46661376953125,822,raster,data/historical/mesh_0.05deg/1998/mesh_19981009.tif
1998-10-10,10,MYRORSS,28.36281394958496,1.116646218487597,4836,raster,data/historical/mesh_0.05deg/1998/mesh_19981010.tif
1998-10-11,10,MYRORSS,58.46127700805664,2.3016250790573483,846,raster,data/historical/mesh_0.05deg/1998/mesh_19981011.tif
1998-10-12,10,MYRORSS,58.46127700805664,2.3016250790573483,1181,raster,data/historical/mesh_0.05deg/1998/mesh_19981012.tif
1998-10-13,10,MYRORSS,69.38401794433594,2.7316542497770055,1613,raster,data/historical/mesh_0.05deg/1998/mesh_19981013.tif
1998-10-14,10,MYRORSS,40.7679328918457,1.6050367280254214,638,raster,data/historical/mesh_0.05deg/1998/mesh_19981014.tif
1998-10-15,10,MYRORSS,61.63588333129883,2.426609579972395,3163,raster,data/historical/mesh_0.05deg/1998/mesh_19981015.tif
1998-10-16,10,MYRORSS,57.87714385986328,2.2786277110182396,7117,raster,data/historical/mesh_0.05deg/1998/mesh_19981016.tif
1998-10-17,10,MYRORSS,48.33401107788086,1.9029138219638135,2620,raster,data/historical/mesh_0.05deg/1998/mesh_19981017.tif
1998-10-18,10,MYRORSS,14.798660278320312,0.5826244204063116,1330,raster,data/historical/mesh_0.05deg/1998/mesh_19981018.tif
1998-10-19,10,MYRORSS,43.680564880371094,1.7197072787547676,1750,raster,data/historical/mesh_0.05deg/1998/mesh_19981019.tif
1998-10-20,10,MYRORSS,36.26560974121094,1.4277799110712968,2861,raster,data/historical/mesh_0.05deg/1998/mesh_19981020.tif
1998-10-21,10,MYRORSS,32.07426834106445,1.2627664701206478,1003,raster,data/historical/mesh_0.05deg/1998/mesh_19981021.tif
